59,60,61,62,60,63,64,65,66,61,67,68,67;67,60,63
17267,3407,17267,16024,1316,1317,9992,18279,14382,1317;3410,1313,1319
2875;2875
18063;18063
44019,14648,7866;7866
51019,41556,51019,41556,51019;51019
708,15807;15807
15922,2071,20912,15923,15224,15923,15220,2071,1318;1318
5884,9398,51066,5884,26954;9398
57816,57821,57816,57820,57816,57821,57816;57816
24898,21640,31216,21640;21640
90924;90924
11499,9507,11499;11499
1794;1794
48343,26678,5390,30167,56787,26678,90234,21926,1250,73580,166,6315,1280;26678
61755;61755
90004,92760;92761
29734,6086,5556,61046,65865,5017,5000,6086,25179,45390,91987,92764,21254,92767,28530,92768,20868,17275,17277,79448,77055,92769,92770,6086,25179,77055,81551,92771,11953,92772,61015,17494,64257,92773,1929,42177,92774,80657,91701,20484,46983;6086,25179
2532,920,380,13868,920,380,6630,92776,15797,21909,26743,2013,26743,918,74895,15836,31965,88745,54421,92733,54420,88274,88276,59430,44321,59430,74894,59430,74895,88274,92733,59430,25351,76894,92777,78480,59430,74895,88275,59430;380,26743,59430
24959,10880,17863,3004,27312,44078,27312,17863;17863
14489,9804,14489;14489
13611;13611
92865,64067,85008,92865;92855,92865,21306,86103
11275,6379,11275,22811,92870,22811,92871,22811,92872,46388,92872,46388,92872,20426,92872,46389,92872,31361,46388,31361,20425,31361,92873,46388,92873,92874,92873,46389,92873,73034,21419,36785,21420,43902,21420,92875,21420,8720,21420,24181,21420,43902,21420,18550,21420,43903,21420,67376,21420,8720,21420,18550,21420,21419,59552,21419,59552,21419,29223,21419,9434,43903,9434,43903,9434,18550,9434,18826,1602,18826,1607,18826,20010,12207,20010,36785,36831,36785,43781,36819,43781,36768,43781,29223,43781,36771,43781,43903,21420,43903,43781,36771,43781,21420,43781,21419,48621,21419,36771,21419,20010,43781,36771,43781,21420,43903,21420,43781,36771,43781,21419,43781,36771,20010;11275
71632,92880,92881,92880,92882,54477,92883,92880;92880,71632
92901;92901
1277,469,162,72,11044,1551,11044,1551,25078,750,25078,750,1548,750,1551,25078,1551,750,1551,750,11044,1551;1551,11044
43908,29657,29641,60742,20248,72851,25219,68292;68292
16531,11693,16532,53648,8380,8383;8383
19534,13407,19534;4394,13407,92955
19534,76606,74407,76606,19534,92956,92957,92958,92959,83042,92958,92957,83418,92957,76606,92960,88463,19534,92961,92962,19536,92963,19536,88463,19536,88463,19536,53665,19536,92962,92964,92962,19536,88463,19536,53665,19536,92963,92962,19536,76606,92962,19536,76606,19534,19536,92957,19536,76606,19534,76606,19534,72312,78342,70497,78342,70497,2167,71032,71165,13829,56195,65604,69553,57841,25126,57841,8005,92965,19534,8005,19534,8005,7992,3636,43868,3636,3682,4348,62618,34662,92966,46374,92967,7652,20254,3588,7136,3636,43865,3636,24165,3636;76606
19534,92971,19534,86989,26808,3102,26808,87370;26808
3685,3597,3685;60837,28802,3684
48856,44860,9997,48856,9997,92997,9997,73154,4190,51289,4190,9997,92998,81851,9997,7379,31254,28049,58592,31260,43296,15193,33177,48856,92999,93000,78608,9997;9997,93000,78608,31254,48856
72,1843,166,196,1843;1843
91980,42311,85344;42311,91980
82698,93111,82698,18773,82698,43265,18773,82698;82698
91095;91095
40352,13198;40352,59417
977,12730,21394,21802,7527,978;977
10810,18909,9874,16517,1807,24595,55901,2530,17025,8584,10810,23678,2530,18909,2530,55901,30410,93149,93150,2530,17025,8584,18909,16517;16517
1181;1181
93205,93206,93205,93207,93208,66582,58457,66582,58457,66582,58457;93205,93206
32113,93269,29302,44910,3886,44910,3886,44910,3886,44910,53208,2431,27608,21929,93270,44910,3886,44910,81024,3886,44910,3886,81024,37118,3887,37118,3887,85785,93271,6244,93272,88020,93273,44910,32113,48243,48240,2659;44910
39134,31560,30824,30822,30824,30825,30820,30824;30824
3445,2255,3445,33873;3445,33873
3807,93287,2697,1658,30681,93288,38550,68320,30681,68320;30681,3807,68320
977;977
93295,81397,57870,93295,13405,5312;93295
78569,60209,2250,55237,14062,21024,2250,78569,10655,11160,2929,39620,40697;2250
17639;17639
58269;58269
93314;93314
30128,93315,93316,88987,93316,74569,93316;93316
26534,13069,41012,69302;69302
1795,32803,37387,25105,37387,23253,37387,26505,37387,47223,47224,15431,63213,22457,15431,32801,49694,468,49694,1050,37396,49694,37396,7165,49694,7165,8029,465,1625,8429,49694,1050,2706,49694,15431;15431,49694
91526,91527,81074,93326,83306,93327;91527,93327,83306
15022,93337,15022,73135,8084;15022
7256,11981,7254,5894,7256,15270,7256;7256
75494,800,2922;75494
6923,7983,6923,21529,6923;6923
11491,5812,16334,87080,16334,87080,16334,52969,5812,2746,5812,2746,5812,2746;16334
5017,20769,53019,20769,58905,53019,20769;20769
73411,93425,93426,93425,93427,93425,93428,93425;93425
6303,8721,6303,7962,15714,27331,29912,6303;6303
50625,93447,50625;50625
1022,18784,7834,25402,58087,8136,26015,1019,1022,14665,1022;1022
14157,20115,93467,14157,20115;20115
16079,39461,1705;1705
8,1869,8;8
24911,10599,32271,93499,89241,93500;24911
21391,84286,20654,2383,5501,21391,30934,30357,93508,64990,90321,76043,93509,93510,93511,72896,46465,93508,73419,30357;21391,30357,93508
11036,13484,970,13484;13484
7864,93609,93610,93611,8568,93612;93612,33684,93611
10066,10069,93613,10069;10069
743;743
9379,21484,25788;25788,21484
24117,54796,24117,54796,24117,18081,22614,54796;54796
5915,4691,50011,50015,26180,67723,1455;4691
6719;6719
93695,93696,93697,93698,30806,54589,31202,54589,12869;54589,93698
93699,6635,11633,60561,62162,6635;6635
8698,93701,93702;93702
33423,34635;34635
5390,7130,5390,26364,75059,746,5390,2606,53219;5390,746
46978,38924,8797,64815,7205,82314,65689,7205,47831,49152,17447,9403,38924,4108,7203,11437,8016,82314,93730,49152;49152
653,2385,11695,830,828,11695,653,11695;11695
510,2745,19644,2745,12378,2738,14552,19644,55536,73093,759,19644,512,14552,1079,10950,34068,23123,19644;19644
5338,18826,2527,4793,63574,5332,90614,4793,4794,18144,19068,73889,39430,10580,78388,1755,7845,1595,7845,5788,15605,5329,15606;73889
262;262
6877,77041,11852,3889,16698,47892,51072,5093,5094,46607,8836,5094;5094,3889
21035;21035
19274,5765,86778,19274,53821,40631,19274,86778,40631,53821,19274,53821,19274,53821,19274;19274
93874,19028,93874,93875,93876,68725,60823,33723,93877;93874
7686,9134,7686,9134,4335,4333,9134,7686,21841,1029,7686,9134,7686,9134,7686,9134;21841,7686,9134,4335,1029
22470,18128,22470;22470
56502,14351,90754,14351;14351
844;844
41022,49941,93921,41022;34636,59176,41022
14103;14103
25914,1055,1054,25914,1056,9911,25914,1056,25914,1716,1719,1716,25914,10991,1716,1056,1716,1718,1716;1716
23139,44497;44497
20328,58222,20328;20328
93963,38869,63819,68295,23663,93964,93963,68295,23663,93964,23663,68295,93964,975,23663;23663
6089;93975,87659,6089
35775,93976,93733,93976,47227,3854,93733;93733
16406,10949,1949,106,6266,10949,1949,11419,24373,5055,24369,60784,24369,11393,5378,24369,5378,5055,79971,24371,39740,38774,39740,1943,10986,2862,5075,12275,5075,12275,5075,1923,3937,15513,72860,6445,13225,32098,13225,14503,5075,1943,5075,7552,80947,94003,94004,42350,24358,32117,94005,74360,67876,2124,81555,24356;7552,5075,1943
25072,40581,66462,94028,94029,90734,55246;25072,94030,94029
41372,94032,77016,94032,77016,94033,94034,65501,65497,94035,52162;94035,94032,65497,65501,94036,94037,65500,41372,52103
23756,60480,6821,60480,23756,94052,94053,94052,23756,15206,23756,23759,23757,6823,6821;23756
5569,19016,5570,19016,5570,1832;19016
61018;61018
22046,34060,94093;22046
4062,32850,6379,62108,94118,6379,94118,6379,56646,53993,11007,44657;53993,32850,11007,4062
4375,4396,9929,4375;4375,605,4511,4751
14270;14270
19232,28666,19232,628,33504,628,28666,19232;19232
5780;5780
59403;59403
72402,20079,18257;18257
12283,3779;3779,20133
24271,2789,2787,24271,2787,24271,57009,24271,2789,24271,15723,24970,24271,46683,24969,24271,2789,10945,14839,24271,32248,41107,40458,41107,24271;24271
13673;13673
91921,18562,45629;91921
21468,94346,21383,16909,4786,70311,16909,21383,70311,23003,21468,12279,16909,12279,8342,16910,8342,16909,36568;16909
10237,20688,6019,18397,30207,4172,5029,10236,10235,26761,4750,5029,10236,30207,18397,4172,10237,4750,4172,27745,4750,6020;4750
3431,18338,206,35993,8520,6020,8520;3431
2498,374,1843,1346,1845,263,26271,79,85,13453,468,13453,468,1050,1346,6342,3895,468,19171,2206,19174,19184,53916,19175,53916,19224,19225,5938,5899,85,14622,3895,8697,136,23040,3895,23040,1346,32698,263,262,264,14846,32698,136,79,9867,35216,9867,79,1845,14846,85,901,78822,52539,45402,23040,32698,468,32698,23040,1845,23040,7485,49269,3074,7492,7485;136,5938,45402
23133,53489,94375,53490,53489,23133,10976,23133,30447,6160,79624,65666,65669,65668,65667,65668;23133
12124,1008,1361,5055,14457,1008,1361,1008,1361,14456,2930,775,35547,1361,35547,1008,1361,5693,1361,1010,1008;1008,35547,1361
9966,224,41578,1419;1419
33980;33980
1142,1140,1142;1140
30521,11085,30103,65784,17837,40583,8655,2073,69441,6410,53042,72912,65207,94450,2590,2591,88959,31316,54705,17850,2873,4483,14073;30521
42058,84696,23679,49709,94476,2397,1849,1185,33250,29856,6045,1185,9891,6397,158,1277,162,8121,1847,1852,19678,16442,9435,19664,9435,19664,9435,19664,9435,2843,513,14552,2843,513,2843,9435,2843,513,9891,158,1277,162,158,9891,158,9891,158,609,28,796,1549,204,73,609,610,784,612,8614,610,784,6129,613,6129,8614,6129,613,609,6129,317,6129,23307,802,23307,6129,23307,9435,2843,9831,19049,11074,25079,19049,1852,23307;158,23307,2843,42058,23679,9435
9292,1815,9292;9292
3152,4089;3152,22386
66561;66561
26445,18793,11185;11185
9987,29867;29867
30112,23479,85737,23479,94510,23479,12610,23479,60134,85926,94511,64504,10638;23479
10219,3473,19013,10219,4535,79948,3322,6629,10672;10672,10219
2532,4535,18358,2532;14009,2532,18358,35127
16143,24097,12948,31916,24097,48362,18074,14065,24097,38171,32402,67468,94513,20496,24097;24097,17245
75649,94530,8622,79424,94531,93167,94530,94532,18314,94531,7805,94531,94532,94531,94532;94532,94531
23372,46380,21087,2209,25292,19203,30374,94585,18172,18790,30374,18172,19314,18938,1789,12285,19314,18938,19314,18938;18172,18790,18938
316,2922,3286,3287,3286,3287,5857,43604,5857,43604,5857;5857,3286
1283,158,1185,158;158
55986;55986
28284,13700,11163,13700,26142;28284,13700
52037,58204;58204
23975,47057,23975,31829,23975,13574,74462,25057,13574,25057,60481,23975,47057,25057,47057,23975,13574,60481,13574;8750
34312,86923,76231,82174,94634,4344,4343,5576;5576
94635,1107,51914,3704,31743,52347,4402,4363,4362,31687,94636,47222,86895,66504,86895,83911;86895,66504,83911
22632,23325,22632,29081,13336,70690,1751;23325,1751,22632
41570,94662,41570,54445,65324,54445,94663,54445,58344,54445,41570,60837,3853,94664,3853,48997,30125,48997,46659,3853,88773,3853,75511,8594,82431,8594,4357,13638,75511,8594,4357,41570,162,2779,552,3406,2706,3402,8029,464,14621,464,8029,10601,2779,180;41570
7362,3439,23944,51519,94672,7362;7362
10789,5069,10789,5069,87520,10789;13566,5069
10036,49758;49758
51939,2734,63839;51939,2734
11923,44129,3787;10642,44129,3787
33509,55599,93702,90758,13906;26176
94719,86189,37147,37145,92933,37146,37145,94720,94721,59697,94721,59697;94719,37146,69075,80406,94721
7203,21528,18263,2151;7203,21528
55773,55019,37324,38449,59712,73773,6974,2564,611,6974,94736,59493,50361,9436,57275,59493,50361,57275,50361,57275,7744,73773,50361,59493;50361
1223,94754,77218,1223;94754,1223
53807,11610;11610
73726;73726
20974,134,1216,20974,58179;20974
54593,94777;54593
14775,78882,94798,21766,62223,94798,21766;94798
29281;29281
94869,74934,94870,94871,74934,11835,35093,94872,82674,23115,42825,74934,9954,16932,17557,72925,37694,7512,17555,7510;74934
29694;29694
2742,1079,2742,1079;1079,2742,3287
94880,22799;22799
6075,20852;20852
25243,3583,13398,3583;3583,13398
23119,12837,1839,23119,13205,23119;23119
24645;24645
36784,37077,53548;53548
95056,18760,8153,11977,11975,20951,11978,25893,18760,6996,18760,6996,20951,22973,20951;20951
44748;44748
10023,11058,13593,2694,11058;23377,29077
76540,56314,76540;76540
13883,77585;13883
8005,7105;7105,8005
2255,29703,2256;2256
2565,11853,6685,8803,18240,8806,21022,21512,15272,14138,15272,2481,9578,19226,9577,165,21509,29919,25789,20135,42830,25789,46606;21022,8803,2565,21733,15998,6685
4902,26568,27111,9021;2478,26568
17065,95082,6109,22341,25067,25204,4645,25204,68028,86578,47389,22341,16971,18280,4645,4643,4644,14823,22342,25204,22341,4636,43033,16374;4643,22341
95095;95095
65515,37077,95138,3089,39523,36410,45373,65515,95139,37077,95138,65515,3089,36410,36784,3092,70432,95140,13931,20073,36410,37077,95138,65515,39523,3089,95141,95138,65515,3089,65515,37077,95138,36784,53548,95138,53548;95138
68951,24537,63171,20970,65512,20614,14459,20614,62972,119,18561,6066,20614,6066,20614,28804,9938,8457,14457,20614,14459,11103,35043,21396,35043,20614,35043,20614;20614
9806,960,57675,2392,10422,11027,2392,55104,21112,57675,2392,8374,23239,34990,21184,14271,21184,10145,4670,10145,30890,7461,10368,29477,10145;8374,21184,10145,34990
3855,14814,3855,1795,3855,21745,23198,21745,23198,14938,21745,14938,3855,14938,23198,3855;3855
80275,74536,95211,89788,95212,74536,80275,74536,23321,6626;74536
42361,24842,42361;42361
17583,14224,59453,35368,53173,95253;17583
25184;86616,25184,95287,89923
27079,22995,27072,59801,56443,27068,22989,95304,95305,61351,27066,19064,27592,85427,27075,27062,27079,22995,56443,1593,95305,61481,22989,25220,27065,22407,27062;33695
21646,21651,83593,39140,95306,9519,78859,95307,39140;39140
10655;10655
23344,1783,23344;23344
28480,18486,13233,28480,18486,28480,18486;18486,28480
21867,5884,21867,5884;21867
16003;16003
18038,22770,95357,18038;18038
4679,15867;4679
31767,31322,39983;31322
16161,8996,14568,8995,8994;16161,14568,8994
41928,24539,35824,9573,15450,2747,35824,16325,40760,9573;9573
48977,69765,95419,19831,8827,49376,26719;8827
36367;36367
43062,15575,95424,73205,95425,66093,95426,53205,95427,79610,21894,95428,95429,95430,95431,84671;43062
6769,95435;6769
25040;25040
38950,38948,38950,95473,38950;38950
4267,10874;4267
95497,37831,9259,95498,43849,9261,9258,95499,95497,37831,9259,95498,9258,9261;9258
3950;3950
158,262,361,2623,95558,20948,12203,1602,12203,36847,1602,12203,36847,1602,158,2623,23469,12203,1602,87800,12203,71992,14478,87800,18555,95559,9101,1602,95560,67398,95561,4776,11276,3964,7025;1601,12204,1602,1610,36821
2623,7322,81015,8128,81015,8128,37575,41166,6378,8128,35834,21808,8128,800,35834,8128,6378,8128,50082,8128,50082,8128,24213,50082;95563,1155
10976,12099,14227,12099,33296,10976,67437,10976,50688,77477,5788,18059,47106,5788,47106,50688,91376,18757,47662,10976,91376;95578
5788,74234,3895,390,95598,10935,5788,158,262,1595,8200,262,59432,5788,2929,6091,52127,44426,95599,2059,5788,10976;1595
95667,82206;82206
1748,1753,1748,34267,1748;7986,1748
74851,50519,50921,74851,20073,36410,24498,50519,37077,53127,11468,95674,68830,95675,35099,13932,13929,35100,68832,19784,68687,35101,51023,24498;24498
11343;11343
49864,3074,7490,95707;95707
49652,89329,95709,89329,95709,4343,15114,15115,95710,15114,95710,95711,95712,95713,62569,16336,26853;95709,95711
95709,89329,95709,25779,95711,10902,48641,20760,25779,25780,16336,25779,16336,20760;95709,95711
40052,31528;31528
46360,8799,7600,11659,46360;46360
3456,23041,2260;3456
1976,6936,3493,4749,13130,29684,19657,29684,19657,40949,95759,95760,95761,93488,66246,92751,95762,95763,95760,95764,95765,95759,95765,95759,95765,94330,95765,16785,58690,36767,82209,4852,1607,95766,95767,29684,19657,95766;19657,29684
95774,60851,65887,55542,38509,10029,47258,10032,10029,17497,55542,38509,17502,38509,10029,10034;65887,10034
95785,95790,95853,95794,69675,95803,95854,57903,23661,95820,95824,95828,95835,95836,95839,95843,95844,95845,90163,95841,22079,95785,23628,95855,95790,57903,57901,95835,95841,22079,95835,95856,95857,81643,95841,22079;95790,22079,95835
95954,95870,95897,95950,95931,95935,95940,95946,95952,95953,95920,95921,95897,4759,4761,4760,67908,16069,4759,4760,4759,92778,95960,95961,55518,4765;95897,95950,95920
95970,36012,72003,72004,54610,36012,91027,95970,36012,95970,36012;95970
95999,19079,95999,96000,95999,19079,95999,19079,95999,19079,95999,19079,95999;95999,19079
54482,33732,21816,10383,54482;54482
1301,5251,1891,1893,5251,1893,5251,1891,1892,1893,17102;1893
4416,4401,4416,4408,4416,4418,4416,4418,96050,93295,4408,4416,4408,4418,4416,85016,28230,79135,85340,79135,93295;79135,85340
16992,6291,16992,6291,6292,6291;6291
13037;13037
1637,15222,11040,15221,1312;15221
17377,87069,17377,27258,8310,29131,75088,21038,12652,21038,12652;17377
28553;28553
37261,8120,8122,1852,1155,3502,1142,1030,3548,8122;3548,8122
13469,10262,96162,61675,96162,380,256,7895,3019,21811,28298,21811,28298,29562,45766,27944,26039,18580,28298,27944,88752,28298,70443,45770,28298,4881,4880,46974,53338,18199,26835,63913,39030,16023,67163,16023,53338,53490,4882,46974;96162
96178,30381,96180,30381,96180,30381,96180,30381,60541,30381,37258,89173;96180,30381,89173,37258
3866;3866
51165;51165
12506,13032,4031,4033,4035,48683,10808,4033,4042,13033,12506,13033,4035,13033,4035,4033,4031,4032,4042,4035,4029,10808;4035
8588,96205;8588
44305,44301,44305,44300,44305,38532,44305;44305
16421;16421
16783;16783
1184,1843,1844,71,8122,16441,3281,3283,3281,16441,1847,16441,10796,66775,4084,17643,2739,68856,36250,11559,12877,96216,8129,15057,8129,96216,12877,12878,16441;16441,71
170,8363,170,884,11674,1536,884,1536,343,1536,8363,170,884,170,137,170,918,6772,62713;170
18608,18959,22410,39391,4905,10662,18959,12748,10662,18700,73299,23907;23907
7294,10260,7294,10260,7294,10260,7294,10260;7294,10260
28204,158,9891,23332,90986,28204,158,17279,96256,19049,28204,39935,6044,1185,158,1185,7579;158
6365,12038,5968,12038,202,16129,4901,16129;16129
8485,67031;67031
26140,42324,43204,55451,5830,42320,29710,26140,96266,86353,43204;43204,14327
14518,11489,511,21269,21270,43869,21270;21270
38177;38177
20770,96291,20770;20770
96294,6291;6291
44823,25058,59549,44823,68909;44823,68909
9787,20003,18011,72362,96345,20003,20005,72362,20003;20003,72362
96346,79077;79077
24170;24170
137,2946,2568,6571,6,7,6,2766,6570,13458,341,2949,884,1868,884,9670,137,9670,1536,1537,170,343,137,170,343;137
63612,45090,89930,63612,88134,94563,63612,96496,63612,89930,96497,96498,96499,65857,89930;89930,65857,96497
1064,2738,1066,960,1066,7890,1066,2738,3544,1958,1066,1958,2593,1066,2593,1066,2592,2593;2593
5500,38717,5500,36407,46702,38717,46702,36407,46702,36407,46702,5501,19232,628,13326,33504,5501,628,11804,59947,33499,5501,628,33930,6415,33930,628;6415,628
20902,30150,38843,30150,33892,39826,55122,6956,85892;55122,20902,33892,30150
5202,331,5202;5202
20932,23335,96523,20932,23335,28612;20932,23335
4538,3930,4538,18618,8579,8582,18618,3930,18618,4538,3930;3930
920;920
96566;96566
11694,10413;10413
96600,43101,96600,43101;96600
18028,96603,18028,9618,23912;18028
4164,23341,4164,4062,14267,57041,77321,96605,11462,4061,11462,4061,57041,4061,4164,7813,11462,4061,4164,23341,4364,23341,11463,4375,32961,46764;11462
9995,10111,3411,63411;3411
628;628
64457,70559,96634,96635,30122;96634,70559,64457
158,53464,158,19049,158,19049,158,19049,158,1795;158
10244,96653,10244,14698,14697,212,14697,212,10244,14698,14697,14698,14697,14695,212,10244,41878,10244,41878,14697,10244,14697,10244,214,5788,212,14727,14729,14727,14693,14729,14727,14693,14698,14697;10244
38712;38712
3608,3614,7674,4416,47847,6379,47847,3608,3612,5571,4737,3612,61257,51319,7688,7674,36992,7674,8494,48192,4748,9135,4748,7111,2174,9135,2174,9135,2174,4748,47847,3650,3567,31728,3650,47847,12740,73081,36288,11098,90326,5638,47847,51319,20191,5638,20191,20207,41720,3561,11236,5638,47847,1304,1135;47847,3612,3650,31719
23610,12574,5425,12574,5425,2192,17113,12574,75742,96714,5425;5425
14529,13797,14529,7999,13797,47518,96723,21657,96723,21657,30741,64063,21657,64063,66442,65549,30741,66073,66442,43483,66073,21657,30741,65549,21657,65549,34320,30741,34320;21657,34320
352,33601,40551,33601;33601
12648,9603,2289,712,2289;2289
41340,35666;31731,41340
3784,13132;3784
6304,6303,5864;6303
10238,6019,1493,10238,1493,6019,1493,45271,6019;6019
54291;54291
8140,3077,44218,8140;8140
80964;80964
50,40093,3384,50,40093,50;50
114,23898,23900,855,1069,16343,35834,12376,90129,20792,1079,16961,16343,1077,34068,1079,71837,44294,18388,1069,18385,1069,16337,1069,44294,27950,44294,16326,2936,1079,855,6935,855,28852,855,28852,855,255,62972,15628,62972,62672,24819,855,35263,20792,64745,55536,19348,16346,64745,11351,35012,16337,35012,11351,2936,73093,2936,855;1079,855,2936,44294,1069
10029,3123,31323,17498,3123,17498,3123;3123
92294;92294
135,26729,32998;135
96940,73679,96940,75427,96940,73677,96940,73677,96940,15701;96940
47622;47622
96955,91570,88196,96955;96955
630,5063,630,5063,2423;5063
96993,96999,96994,31715,96997,20219,67339,20217,55910,55911,34313,34314,96995,97000,52930,78331,97001,20219,96997,20219,96997,20219,96994,53526,96999,47521,96999,96994,47520,96999,96994,96999,96994,96999,96994,96993,96994,20219,59147,18641,12593,42387,23316,42387,23316,61591,42388,34577,89262,42387,97002,73852,65743,89262,65743,42387,58446,37989,42387,89262,21095,76220,13343,62134,27809;96994,96993,20219
91684;91684
25292,2212,53894;25292
59199,34954,54100;54100
19081,21171,10986,21171,10986,28423,10920,8114,6075,20852,28423;38128,73632,19081
12039;12039
15578,1651,1648,5956,9503,9511,9503,9511,20894,9503,5003,28471,9503;9503
5222;5222
162,158;158
31007,66401;31007
47839,50219,13364,24727,9903,13364,9903,13364,9903,62625;13364
196,68832,3092,6599,3090,68832,59812,39523,20074,39523,20074;196
25154;25154
50683;50683
23563;23563
64868;64868
13932,17276,62035,42257,13932,2481;13932
55109,35907,74291,97240,71875;71875,55109
42382;42382
508,16930,508,7413,508,7413,508,7959,36490,7959,508,18724,508,7959,18059,508,18724,508;508
3202;3202
2256,2255;2255
97303,97304,97301,97304,97305,97306,97305;97307,97302,97303,97308,97301,97304
24161,29504,1140;29504
97311,96094,52901,69421,52901,16565,16566,97312,97313,97314,16564,6979,27433,73898,7078,6979,97315;71939,97313,97311,41544
18719,18718,18719;18719
97318,94140,97318,94140,97318,94140,79248,97319,30768,97319,30768,97320;94140
36651,43937,36651,43937,79746,13788,36650,43937,79746;79746
4465,5163,4465,2033,97322,25284,2033,97322,2033,18676,17836,17849,2587,2589,75698,25606,41750,28826,67437;97322,4465,2033
12038,15291,12038;12038
158,1184,6044,3547,1283;1283
8485,5569,13485,5569,10024,15833;5569,10024
6555,20705;6555
454,5475;454
26729,135,26729,135,26729,17167,135;135
82680;82680
59550,72586,78154,72586,78154,59550,72586,78154,72586,78154,72586,78154,72586,59550,72586,78154,72586,59550,72586,59550,66086,59550,20339,34734,66086,78154,72586,78154,72586,66086,72586,59550,72586,59550,72586,59550,72586,59550,72586,59550,72586,59550,72586,59550,72586,59550,72586,59550,72586,78154,72586,78154,72586,59550,72586,59550,78154,59550,72586,59550,97411,72586,97411,78154,72586,20339,34734,20339,72586,77560,85217,66086,78154,97421,78154,72586,97422,82762,97423,74731,79038,97422,82762,97424,81007,13606,81007,78154,72586,78154,72586,78154,72586,78154,72586,78154,72586,78154,72586,78154,72586,78154,72586,78154,72586,78154,72586,78154,72586,78154,72586,78154,72586,78154,72586,97414,72586;72586
7379;7379
23155,61468,74632,61468;61468
97472,83569;83569
14062,78569;14062
4240,12689;4240
19719;19719
4689,2632,6266,660,15927,15926,37589,1043,12632,3976,56681,73;4689,2632
15076,22901,15076,37506,15076;15076
25317,5717,17035,19660,25346,21200,5717,2441,19660,21200,43228,5717,4173;5717
43904,97518,43904;43904
10964,19579,10964,19579;10964
50194,42641,97533,50194,97533;97533
97535,82038,34470;97535
56022,62249,56022;56022,62249
97592;97592
14900;14900
91053,66399,97604;97604
9360;9360
97612,3994,47080,97613,97612,47080,97613,47080,97613,97612,97240;97613,97240,97612
39849,41812,41813;41813
551;551
37257,6974;6974
53682,69173,53682,12186,64447,12186,97642,12186,97642,97643,24058,53682,5733,25435,93206;90742,24058,97644,12186
43625;43625
49617,170;170
10510,28779,355,356,58510,13126;10886
6959,1401,9030,18479,10177,9032,30032,33585,23240,32572,30007,20286,26810,27335,20286,26810,23471,69701,5090,5089,5090,2865,5318,64861,51469,64861,5318;5090
15436,12056,17;15436
11323,8269,6710,11322,11323;11323
5569,1833,97772,19016,34277,13485,5569,5570,18794,13564,5843,5570,13485,21527,2070,5570,5569,13485,5570,5569,8365,5569,13564,5843,18794,21247,2654,21358,13564,5569,5570,1832;5570
60619,40311,60616,60622,40311,60620,63296,63297,19850,60618,40311,2132;40311
7302,7301,13592,7301;7301
4531,40157,4531,10639,40922,40157;40157
29824,85417,31772,2132,16724,31772,3288,19664,1852,19664,3467,19664,14478,19664,14478,3057,31772,15438,25171,31772,2132,31772;42229,31772,19664
23855,25154;23855
2964,4540,966,2964,73,1852,73,11235,1852,204,1852;2964
97869;97869
6017;6017
97874,43558,97874,68649,97874,43558,43559,97874,43558,97874,43558,97875,97876,50344;43558
7254,5725,11981,7254,39152,26475,71270,25585,71270,94292;86308,43583,25585,7254
36390,67567,57366,67567,56869,28383,56869,36553,50364,3764,3767,13402,837,41237,10853,71976,13401,97887,8601,13288,21826,28472,21826,9975,12162,19547,51932,61578,51932,6990,97888,97889,3765,97887,3766,33992,61578,97890,61578,3767,97887,67567,97887;97887,67567
8012;8012
13498,37956,13496,13498;13498
17563,65111,17563;52682
1852;1852
33627,27905;27905
6745,34384,83772,73839,98037,98038,10486,98039;34384
98044,61788,98045,52106,98045,98046,98045,20154,20477,22569,20477,98047,20477,22569,20477,98047,61788,30546,98047;22569
31884,1592,7596,19658,11497,32912,23785,50899,98108,46389;50899
13622,13621,13626,12865,2750,1064,2750,1185,158,28,7228,158,1946,11101,14456,11101,10788,2747,6079,2747,1946,10370,8582;1946,158,7228,8582,28
29522,31527,29522,5341,29522,938;29522
98116,98117,98118,98116;98116
53962,98119,79598,53962;53962
11161;11161
41977,46767,41977;41977
81186,98137,81186,1387,1384,96752,81187,98138,1385,98139,98140,98139,7499;1385,98139
20476;20476
26652,41059,9020,26652,16744,2594,9504,16744;26652,16744
9991,483;483
20133,22811;62671,35018,20134,71250
1658,3822,30681,3812,2697,2698,18253,22504,24993,98279,98280,98281,18252,80936,73756,98282,22504,98283,16227,18263,3535,16228,98284,1658,2698,1658,4229,18943,23771,4053,14969,98285,12851,48450,18943,1658,44904,18943,29088,4057,18943,18944,55521;2698
5055,10956,14291,1010,1013,21739,42524,1013,50962,5322,54751,5322,81068,5322,54751,1013,4105;54751,5322,14291,1013,50962
3290,3289,6974,2563,5503,3288,3291,3290,6727,3290,3291,5503,3288,6974,3288,2563,23478,14503,37257,6727,3290,3288,6974,37257,14503,23478,2563,3290,8589,3290,8589,3290,2563,23478,6974,6727;8589
57146,60048;57146
53469,10122,78609,98350,78609,10114,66112,98351,66112,25517,66112,10114,66112,10114,66112,98351,80049,12787,80049,66111,66112,8422,66112,56639,98352,98351,66112;66112
45152,3079,3490,21508,98353,21508,94109,98354,94109,41129;21508
